stop_id,stop_name,stop_lat,stop_lon,parent_station
332,Jesenovečka 29,45.914218,16.152047,
333_23,Jesenovec-okretište,45.917533,16.145725,333
333_24,Jesenovec-okretište,45.917533,16.145721,333
333,Jesenovec-okretište,45.917533,16.145723,
334_22,Put za Moravče,45.909132,16.164393,334
334_23,Put za Moravče,45.909084,16.164855,334
334_24,Put za Moravče,45.908541,16.164428,334
334,Put za Moravče,45.908919,16.164559,
335_23,Zenki,45.915958,16.159797,335
335_24,Zenki,45.915964,16.159756,335
335,Zenki,45.915961,16.159776,
336_23,Pilati,45.922503,16.155382,336
336_24,Pilati,45.922415,16.155372,336
336,Pilati,45.922459,16.155377,
337_23,Lozaki,45.927926,16.152190,337
337_24,Lozaki,45.927852,16.152213,337
337,Lozaki,45.927889,16.152201,
338_23,Čergari,45.935007,16.149210,338
338_24,Čergari,45.934963,16.149253,338
338,Čergari,45.934985,16.149232,
339_23,Glavnica Donja okr.,45.937863,16.143688,339
339_24,Glavnica Donja okr.,45.937863,16.143688,339
339,Glavnica Donja okr.,45.937863,16.143688,
340_23,Filipčići,45.912255,16.167862,340
340_24,Filipčići,45.912242,16.167757,340
340,Filipčići,45.912249,16.167810,
341_23,Bastalićeva II.,45.918712,16.169685,341
341_24,Bastalićeva II.,45.919016,16.169922,341
341,Bastalićeva II.,45.918864,16.169803,
342_23,Prajzov brijeg,45.924064,16.170774,342
342_24,Prajzov brijeg,45.923933,16.170746,342
342,Prajzov brijeg,45.923998,16.170760,
343_23,Bahlenova,45.929606,16.170352,343
343_24,Bahlenova,45.929713,16.170287,343
343,Bahlenova,45.929659,16.170319,
344_23,Moravče-Benkova,45.936547,16.167689,344
344_24,Moravče-Benkova,45.936557,16.167667,344
344,Moravče-Benkova,45.936552,16.167678,
345_22,Ninska,45.826533,16.110713,345
345_24,Ninska,45.826662,16.110753,345
345_32,Ninska,45.826502,16.110878,345
345_42,Ninska,45.826502,16.110878,345
345_52,Ninska,45.826502,16.110878,345
345,Ninska,45.826540,16.110820,
346_22,Sesvete-izlaz,45.825442,16.109511,346
346,Sesvete-izlaz,45.825442,16.109511,
347_23,Obrež,45.872160,16.145129,347
347_24,Obrež,45.871797,16.145255,347
347,Obrež,45.871979,16.145192,
348_23,Vojnovićeva,45.877129,16.141392,348
348_24,Vojnovićeva,45.876995,16.141450,348
348,Vojnovićeva,45.877062,16.141421,
349_23,Gajci-Lovre Sedinića,45.884512,16.137787,349
349_24,Gajci-Lovre Sedinića,45.884444,16.137795,349
349,Gajci-Lovre Sedinića,45.884478,16.137791,
350_23,Vurnovec-B.B.-Kusova,45.888799,16.136660,350
350_24,Vurnovec-B.B.-Kusova,45.888503,16.136491,350
350,Vurnovec-B.B.-Kusova,45.888651,16.136576,
351_23,Prepuštovec-Vurnovec,45.891780,16.133676,351
351_24,Prepuštovec-Vurnovec,45.891285,16.133819,351
351,Prepuštovec-Vurnovec,45.891533,16.133748,
352_23,Škanići,45.897253,16.133781,352
352_24,Škanići,45.897239,16.133786,352
352,Škanići,45.897246,16.133784,
353_23,Prepuštovec-izletišt,45.901157,16.132373,353
353_24,Prepuštovec-izletišt,45.901037,16.132379,353
353,Prepuštovec-izletišt,45.901097,16.132376,
354_23,Put za Kašinu,45.903675,16.131057,354
354_24,Put za Kašinu,45.904248,16.130473,354
354,Put za Kašinu,45.903961,16.130765,
355_23,Frljur-Blaguška,45.908724,16.131220,355
355_24,Frljur-Blaguška,45.908727,16.131234,355
355,Frljur-Blaguška,45.908725,16.131227,
356_23,Pustički,45.911692,16.133151,356
356_24,Pustički,45.911611,16.133126,356
356,Pustički,45.911652,16.133139,
357_23,Blaguša 12,45.920471,16.131644,357
357_24,Blaguša 12,45.920222,16.131742,357
357,Blaguša 12,45.920346,16.131693,
358_23,Blaguša-kapela,45.924278,16.131097,358
358_24,Blaguša-kapela,45.924147,16.131096,358
358,Blaguša-kapela,45.924213,16.131097,
359_23,Blaguša - centar,45.929691,16.130350,359
359_24,Blaguša - centar,45.929625,16.130349,359
359,Blaguša - centar,45.929658,16.130349,
360_21,Ulica Kaktusa,45.826422,16.084565,360
360_22,Ulica Kaktusa,45.826338,16.085860,360
360,Ulica Kaktusa,45.826380,16.085212,
361_21,Zagrebačka 103,45.826167,16.089982,361
361,Zagrebačka 103,45.826167,16.089982,
362_21,Brestovečka,45.827570,16.097914,362
362_22,Brestovečka,45.827647,16.097482,362
362,Brestovečka,45.827608,16.097698,
363_23,Anke Krizmanić,45.830051,16.096483,363
363_24,Anke Krizmanić,45.829799,16.097034,363
363,Anke Krizmanić,45.829925,16.096759,
365_23,Brestovečka 100,45.837037,16.089683,365
365_24,Brestovečka 100,45.836663,16.089756,365
365,Brestovečka 100,45.836850,16.089719,
366_23,Brestovečka 128,45.839594,16.089065,366
366_24,Brestovečka 128,45.838965,16.089021,366
366,Brestovečka 128,45.839279,16.089043,
368_21,Lužan,45.888784,16.188223,368
368_22,Lužan,45.888971,16.188378,368
368,Lužan,45.888878,16.188301,
369_21,Grgati 8,45.890102,16.193131,369
369_22,Grgati 8,45.890139,16.193142,369
369,Grgati 8,45.890121,16.193137,
370_21,Lužan-Zeleni vijenac,45.885707,16.196382,370
370_22,Lužan-Zeleni vijenac,45.885721,16.196373,370
370,Lužan-Zeleni vijenac,45.885714,16.196378,
371_23,Kašinska-rasadnik,45.841754,16.109100,371
371_24,Kašinska-rasadnik,45.842126,16.108960,371
371,Kašinska-rasadnik,45.841940,16.109030,
372_23,Vugrovečka 21,45.848411,16.110574,372
372_24,Vugrovečka 21,45.848500,16.110558,372
372,Vugrovečka 21,45.848455,16.110566,
373_23,Vugrovečka 42,45.851519,16.111617,373
373_24,Vugrovečka 42,45.851517,16.111626,373
373,Vugrovečka 42,45.851518,16.111621,
374_23,Vugrovečka 70,45.854855,16.112701,374
374,Vugrovečka 70,45.854855,16.112701,
375_21,Aleja mira,45.861768,16.115555,375
375_22,Aleja mira,45.861350,16.115920,375
375_23,Aleja mira,45.862712,16.114912,375
375_24,Aleja mira,45.863001,16.114899,375
375,Aleja mira,45.862208,16.115321,
376_23,Mark.polje-raskrižje,45.870491,16.113363,376
376_24,Mark.polje-raskrižje,45.870290,16.113348,376
376,Mark.polje-raskrižje,45.870390,16.113356,
377_23,Škola Vugrovec,45.876708,16.111469,377
377_24,Škola Vugrovec,45.877118,16.111321,377
377,Škola Vugrovec,45.876913,16.111395,
378_23,Vugrovec kod crkve,45.881289,16.108784,378
378_24,Vugrovec kod crkve,45.881529,16.108595,378
378,Vugrovec kod crkve,45.881409,16.108689,
379_23,Vugrovec D.-groblje,45.884689,16.106272,379
379_24,Vugrovec D.-groblje,45.884546,16.106281,379
379,Vugrovec D.-groblje,45.884618,16.106276,
380_23,Vugrovečka-Grljakova,45.891264,16.100992,380
380_24,Vugrovečka-Grljakova,45.891207,16.101034,380
380,Vugrovečka-Grljakova,45.891235,16.101013,
381_23,Gornji Vugrovec 58,45.892447,16.095364,381
381_24,Gornji Vugrovec 58,45.892412,16.095374,381
381,Gornji Vugrovec 58,45.892429,16.095369,
382_23,Židaki,45.893545,16.089675,382
382_24,Židaki,45.893571,16.089629,382
382,Židaki,45.893558,16.089652,
383_23,Rožići,45.895365,16.084881,383
383_24,Rožići,45.895311,16.085086,383
383,Rožići,45.895338,16.084984,
384_23,Goranec,45.897248,16.078668,384
384_24,Goranec,45.897190,16.078601,384
384,Goranec,45.897219,16.078634,
385_24,Bistrička - O.Š.,45.830495,16.106914,385
385,Bistrička - O.Š.,45.830495,16.106914,
386_23,Pantovčak 56,45.817178,15.961011,386
386_24,Pantovčak 56,45.816860,15.961030,386
386,Pantovčak 56,45.817019,15.961020,
387_23,Pantovčak 82,45.819430,15.960527,387
387_24,Pantovčak 82,45.819639,15.960486,387
387,Pantovčak 82,45.819534,15.960507,
388_23,Pantovčak 102,45.821835,15.960050,388
388_24,Pantovčak 102,45.822706,15.960141,388
388,Pantovčak 102,45.822270,15.960095,
389_23,Pantovčak 128,45.824615,15.961087,389
389_24,Pantovčak 128,45.825084,15.961262,389
389,Pantovčak 128,45.824850,15.961174,
390_23,Pantovčak 156,45.828047,15.961392,390
390_24,Pantovčak 156,45.828213,15.961302,390
390,Pantovčak 156,45.828130,15.961347,
391_24,Pantovčak 180,45.832245,15.962282,391
391,Pantovčak 180,45.832245,15.962282,
392_23,Zelengaj,45.835247,15.962508,392
392_24,Zelengaj,45.834961,15.962467,392
392,Zelengaj,45.835104,15.962487,
393_23,Predsjednički dvori,45.837799,15.961562,393
393_24,Predsjednički dvori,45.837431,15.961769,393
393,Predsjednički dvori,45.837615,15.961666,
394_23,Pantovčak 241,45.840419,15.959346,394
394_24,Pantovčak 241,45.840444,15.959235,394
394,Pantovčak 241,45.840431,15.959290,
395_21,Pantovčak,45.845719,15.957804,395
395_23,Pantovčak,45.845558,15.958134,395
395_24,Pantovčak,45.845570,15.958194,395
395,Pantovčak,45.845616,15.958044,
396_23,Nazorova 26,45.815959,15.967060,396
396_24,Nazorova 26,45.815867,15.967106,396
396,Nazorova 26,45.815913,15.967083,
397_23,Nazorova 54,45.817719,15.966666,397
397_24,Nazorova 54,45.817748,15.966596,397
397,Nazorova 54,45.817733,15.966631,
398_23,Tuškanac,45.821267,15.969195,398
398_24,Tuškanac,45.821209,15.968836,398
398,Tuškanac,45.821238,15.969016,
399_23,Paunovac,45.825292,15.970814,399
399_24,Paunovac,45.824719,15.970363,399
399,Paunovac,45.825005,15.970589,
400_23,Vijenac,45.829353,15.971548,400
400_24,Vijenac,45.827964,15.972176,400
400,Vijenac,45.828658,15.971862,
401_23,Tuškanac 78,45.831377,15.971427,401
401_24,Tuškanac 78,45.830451,15.971154,401
401,Tuškanac 78,45.830914,15.971290,
402_23,Cmrok,45.835293,15.971193,402
402_24,Cmrok,45.835631,15.971194,402
402,Cmrok,45.835462,15.971193,
403_23,Gornje Prekrižje 40,45.840097,15.969030,403
403_24,Gornje Prekrižje 40,45.840053,15.968961,403
403,Gornje Prekrižje 40,45.840075,15.968995,
404_23,Gornje Prekrižje 55,45.843868,15.966135,404
404_24,Gornje Prekrižje 55,45.843874,15.966149,404
404,Gornje Prekrižje 55,45.843871,15.966142,
405_23,Donje Prekrižje,45.843090,15.962565,405
405_24,Donje Prekrižje,45.842933,15.962766,405
405,Donje Prekrižje,45.843012,15.962665,
406_23,Šestinski vrh,45.846916,15.955194,406
406_24,Šestinski vrh,45.846688,15.955494,406
406,Šestinski vrh,45.846802,15.955344,
407_23,Šestinski vijenac 48,45.848987,15.953511,407
407_24,Šestinski vijenac 48,45.848713,15.953574,407
407,Šestinski vijenac 48,45.848850,15.953543,
408_23,Šestine-centar,45.851966,15.950208,408
408_24,Šestine-centar,45.852435,15.949955,408
408,Šestine-centar,45.852200,15.950081,
409_23,Potočani,45.855006,15.954817,409
409_24,Potočani,45.855026,15.954891,409
409,Potočani,45.855016,15.954854,
410_23,Mlinovi 149,45.851501,15.959115,410
410,Mlinovi 149,45.851501,15.959115,
411_24,Mlinovi 124,45.850252,15.960288,411
411,Mlinovi 124,45.850252,15.960288,
412_23,Mlinovi,45.846983,15.965608,412
412_24,Mlinovi,45.847069,15.965745,412
412,Mlinovi,45.847026,15.965676,
413_23,Mlinovi 23,45.844431,15.971470,413
413_24,Mlinovi 23,45.844642,15.971205,413
413,Mlinovi 23,45.844536,15.971337,
414_23,Bolnica Goljak,45.818393,15.963832,414
414_24,Bolnica Goljak,45.818592,15.964000,414
414,Bolnica Goljak,45.818493,15.963916,
415_23,Zelengaj 25,45.821473,15.965768,415
415_24,Zelengaj 25,45.820879,15.965358,415
415,Zelengaj 25,45.821176,15.965563,
416_23,II. Kraljevec,45.826971,15.968331,416
416_24,II. Kraljevec,45.826620,15.968360,416
416,II. Kraljevec,45.826795,15.968346,
417_23,Kraljevec,45.830592,15.968771,417
417_24,Kraljevec,45.830592,15.968771,417
417,Kraljevec,45.830592,15.968771,
418_23,Jandrićeva,45.837291,15.977409,418
418_24,Jandrićeva,45.837129,15.977208,418
418,Jandrićeva,45.837210,15.977309,
419_23,Dom Ksaver,45.841659,15.971686,419
419_24,Dom Ksaver,45.841659,15.971686,419
419,Dom Ksaver,45.841659,15.971686,
420_23,Kaptol,45.815748,15.978558,420
420_24,Kaptol,45.815174,15.978513,420
420_25,Kaptol,45.815754,15.978558,420
420_27,Kaptol,45.815765,15.978570,420
420_28,Kaptol,45.815066,15.978462,420
420_29,Kaptol,45.815298,15.978477,420
420,Kaptol,45.815468,15.978523,
421_23,Nova ves 16,45.820270,15.978057,421
421,Nova ves 16,45.820270,15.978057,
422_23,Znikina,45.824659,15.977467,422
422_24,Znikina,45.824119,15.977617,422
422,Znikina,45.824389,15.977542,
423_23,Medvedgradska-škola,45.827649,15.978332,423
423_24,Medvedgradska-škola,45.827657,15.978316,423
423,Medvedgradska-škola,45.827653,15.978324,
424_23,Mlinarska,45.822338,15.975564,424
424_24,Mlinarska,45.822313,15.975582,424
424,Mlinarska,45.822326,15.975573,
425_21,Ilirski trg,45.819228,15.975062,425
425_23,Ilirski trg,45.819391,15.975290,425
425_24,Ilirski trg,45.819243,15.975181,425
425,Ilirski trg,45.819287,15.975178,
426_23,Becićeve stube,45.827200,15.975505,426
426_24,Becićeve stube,45.827042,15.975642,426
426,Becićeve stube,45.827121,15.975574,
427_23,Jurjevska 64,45.830836,15.975339,427
427_24,Jurjevska 64,45.830533,15.975411,427
427,Jurjevska 64,45.830684,15.975375,
428_23,Jurjevska 77,45.832803,15.975274,428
428_24,Jurjevska 77,45.832597,15.975368,428
428,Jurjevska 77,45.832700,15.975321,
429_24,KAPTOL CENTAR,45.820333,15.976493,429
429,KAPTOL CENTAR,45.820333,15.976493,
430_21,Medveščak,45.818815,15.979157,430
430_22,Medveščak,45.819556,15.979902,430
430,Medveščak,45.819185,15.979529,
431_23,Rockefellerova,45.822758,15.981579,431
431_24,Rockefellerova,45.823466,15.982106,431
431,Rockefellerova,45.823112,15.981843,
432_23,Bijenička,45.825463,15.985141,432
432_24,Bijenička,45.824606,15.984907,432
432,Bijenička,45.825035,15.985024,
433_23,Inst. R.Bošković,45.829286,15.985760,433
433_24,Inst. R.Bošković,45.828798,15.985260,433
433,Inst. R.Bošković,45.829042,15.985510,
434_23,Mirogoj-Arkade,45.832734,15.983861,434
434_24,Mirogoj-Arkade,45.831759,15.984145,434
434,Mirogoj-Arkade,45.832247,15.984003,
435_23,Mirogoj,45.835515,15.983843,435
435_24,Mirogoj,45.835037,15.983837,435
435,Mirogoj,45.835276,15.983840,
436_23,Remetska 19,45.838403,15.982489,436
436_24,Remetska 19,45.838473,15.982450,436
436,Remetska 19,45.838438,15.982470,
437_23,Krematorij,45.845463,15.982000,437
437_24,Krematorij,45.845217,15.981710,437
437,Krematorij,45.845340,15.981855,
438_21,RT Jankomir,45.798837,15.875003,438
438_22,RT Jankomir,45.798824,15.875000,438
438,RT Jankomir,45.798830,15.875001,
439_21,Savska Opatovina,45.796985,15.888171,439
439_22,Savska Opatovina,45.797528,15.886598,439
439,Savska Opatovina,45.797256,15.887385,
440_21,Svilkovići,45.796950,15.893599,440
440_22,Svilkovići,45.797337,15.890807,440
440_24,Svilkovići,45.797038,15.893678,440
440,Svilkovići,45.797108,15.892695,
441_21,Slavenskog,45.796547,15.901332,441
441_22,Slavenskog,45.797160,15.898627,441
441,Slavenskog,45.796853,15.899979,
442_21,Zagrebačka,45.795977,15.909984,442
442_22,Zagrebačka,45.796448,15.907295,442
442_23,Zagrebačka,45.796951,15.909370,442
442_24,Zagrebačka,45.795545,15.908087,442
442,Zagrebačka,45.796230,15.908684,
443_21,Rudeška,45.794957,15.920848,443
443_22,Rudeška,45.795577,15.918521,443
443,Rudeška,45.795267,15.919685,
444_21,Hrvatskog sokola,45.794720,15.924017,444
444_22,Hrvatskog sokola,45.795246,15.921547,444
444,Hrvatskog sokola,45.794983,15.922782,
445_21,Dragutina Golika,45.794005,15.932644,445
445_22,Dragutina Golika,45.794530,15.929975,445
445,Dragutina Golika,45.794267,15.931309,
446_21,Fallerovo,45.793707,15.938225,446
446_22,Fallerovo,45.794088,15.935459,446
446,Fallerovo,45.793898,15.936842,
447_21,Ujevićeva,45.794226,15.950475,447
447_22,Ujevićeva,45.794359,15.948150,447
447,Ujevićeva,45.794292,15.949313,
448_21,Vjesnik,45.793949,15.960508,448
448_22,Vjesnik,45.794053,15.960237,448
448,Vjesnik,45.794001,15.960373,
449_21,Marohnićeva,45.794219,15.969869,449
449_22,Marohnićeva,45.794312,15.967945,449
449,Marohnićeva,45.794265,15.968907,
450_21,N.S.knjižnica,45.794656,15.980750,450
450_22,N.S.knjižnica,45.795006,15.978192,450
450_23,N.S.knjižnica,45.795537,15.979747,450
450_24,N.S.knjižnica,45.793979,15.979006,450
450,N.S.knjižnica,45.794794,15.979424,
451_21,Tr. Savica,45.795378,15.992213,451
451_22,Tr. Savica,45.795424,15.989348,451
451,Tr. Savica,45.795401,15.990780,
452_21,Rakušina,45.795862,16.006766,452
452_22,Rakušina,45.796336,16.006263,452
452,Rakušina,45.796099,16.006514,
453_21,Radnička,45.796539,16.020484,453
453_22,Radnička,45.796652,16.014301,453
453_23,Radnička,45.797682,16.017114,453
453_24,Radnička,45.796089,16.019183,453
453,Radnička,45.796740,16.017770,
454_21,Končar,45.796919,16.023855,454
454_22,Končar,45.797157,16.023357,454
454,Končar,45.797038,16.023606,
455_21,Čavićeva,45.796663,16.028761,455
455_22,Čavićeva,45.797307,16.027023,455
455,Čavićeva,45.796985,16.027892,
457_21,Kozari Bok,45.798312,16.043606,457
457_22,Kozari Bok,45.798347,16.043166,457
457_23,Kozari Bok,45.798784,16.044554,457
457_25,Kozari Bok,45.798242,16.043615,457
457_26,Kozari Bok,45.798630,16.044873,457
457,Kozari Bok,45.798463,16.043963,
458_21,Zelena tržnica,45.800137,16.050067,458
458_23,Zelena tržnica,45.801321,16.048836,458
458_26,Zelena tržnica,45.800077,16.048221,458
458,Zelena tržnica,45.800511,16.049041,
459_21,RTerminali Žitnjak,45.800614,16.057598,459
459_22,RTerminali Žitnjak,45.800587,16.057171,459
459,RTerminali Žitnjak,45.800601,16.057385,
460_23,Ciglanska,45.814643,15.927179,460
460_24,Ciglanska,45.814323,15.927283,460
460,Ciglanska,45.814483,15.927231,
461_23,Graberje,45.817797,15.926665,461
461_24,Graberje,45.817725,15.926614,461
461,Graberje,45.817761,15.926639,
462_23,Graberje 48,45.819566,15.922956,462
462_24,Graberje 48,45.819721,15.922831,462
462,Graberje 48,45.819643,15.922894,
463_23,Kotoripska,45.822685,15.917974,463
463_24,Kotoripska,45.822612,15.917934,463
463,Kotoripska,45.822648,15.917954,
464_23,Millerova,45.824771,15.916759,464
464_24,Millerova,45.824824,15.916593,464
464,Millerova,45.824798,15.916676,
465_23,Graberje-okretište,45.826798,15.914193,465
465_24,Graberje-okretište,45.826778,15.914260,465
465,Graberje-okretište,45.826788,15.914227,
467_21,Kustošijanska,45.813851,15.929201,467
467_22,Kustošijanska,45.813770,15.928246,467
467_32,Kustošijanska,45.813770,15.928246,467
467_52,Kustošijanska,45.813770,15.928246,467
467_62,Kustošijanska,45.813770,15.928246,467
467,Kustošijanska,45.813786,15.928437,
468_21,MUP,45.812477,15.922028,468
468_22,MUP,45.812205,15.920109,468
468,MUP,45.812341,15.921068,
469_21,Samoborska,45.812225,15.861391,469
469_22,Samoborska,45.812608,15.860074,469
469_23,Samoborska,45.812912,15.861898,469
469_24,Samoborska,45.811795,15.860202,469
469,Samoborska,45.812385,15.860892,
470_21,Vučak,45.813881,15.852630,470
470_22,Vučak,45.814456,15.849874,470
470,Vučak,45.814169,15.851252,
471_21,ZET-garaža Pod.,45.814539,15.846921,471
471_22,ZET-garaža Pod.,45.814770,15.844950,471
471,ZET-garaža Pod.,45.814654,15.845935,
472_21,Podsused - most,45.815152,15.836132,472
472_22,Podsused - most,45.815206,15.836690,472
472,Podsused - most,45.815179,15.836411,
473_21,Medpotoki,45.813386,15.878548,473
473_22,Medpotoki,45.813631,15.876575,473
473,Medpotoki,45.813509,15.877561,
475_21,Bolnica Vrapče,45.814952,15.895295,475
475_22,Bolnica Vrapče,45.815101,15.895184,475
475,Bolnica Vrapče,45.815027,15.895240,
476_21,Dudovec,45.816766,15.890496,476
476_22,Dudovec,45.816888,15.890510,476
476,Dudovec,45.816827,15.890503,
477_21,Bolnička-Gospodska,45.817963,15.885889,477
477_22,Bolnička-Gospodska,45.818071,15.885463,477
477,Bolnička-Gospodska,45.818017,15.885676,
478_21,Karažnik,45.819116,15.880308,478
478_22,Karažnik,45.819027,15.881163,478
478,Karažnik,45.819072,15.880736,
479_22,Čileanska,45.819318,15.875383,479
479,Čileanska,45.819318,15.875383,
480_23,Manterovčak,45.819145,15.905991,480
480_24,Manterovčak,45.819281,15.905956,480
480,Manterovčak,45.819213,15.905973,
481_23,Jalšina,45.823100,15.906630,481
481_24,Jalšina,45.822849,15.906612,481
481,Jalšina,45.822975,15.906621,
482_23,Margalići,45.826218,15.905551,482
482_24,Margalići,45.826758,15.905296,482
482,Margalići,45.826488,15.905424,
484_23,Horvatnica,45.832635,15.903592,484
484_24,Horvatnica,45.832802,15.903549,484
484,Horvatnica,45.832719,15.903570,
485_23,Vrapčanska 269,45.838487,15.901064,485
485_24,Vrapčanska 269,45.838499,15.900916,485
485,Vrapčanska 269,45.838493,15.900990,
486_23,Gornje Vrapče,45.842992,15.899857,486
486_24,Gornje Vrapče,45.842952,15.899685,486
486,Gornje Vrapče,45.842972,15.899771,
487_23,Divoselska,45.819844,15.927202,487
487_24,Divoselska,45.820080,15.927023,487
487,Divoselska,45.819962,15.927112,
488_23,Skočilovići,45.822238,15.925785,488
488_24,Skočilovići,45.821580,15.925980,488
488,Skočilovići,45.821909,15.925882,
489_23,Kustošijski venec,45.825049,15.922618,489
489_24,Kustošijski venec,45.825465,15.922289,489
489,Kustošijski venec,45.825257,15.922454,
490_23,Završje,45.831160,15.922333,490
490_24,Završje,45.831301,15.922031,490
490,Završje,45.831231,15.922182,
491_23,Krvarić - okretište,45.841442,15.914307,491
491_24,Krvarić - okretište,45.841442,15.914307,491
491,Krvarić - okretište,45.841442,15.914307,
492_23,Ulica Črnomerec 46,45.820084,15.935201,492
492_24,Ulica Črnomerec 46,45.819504,15.935496,492
492,Ulica Črnomerec 46,45.819794,15.935349,
493_23,Strma cesta,45.823521,15.934718,493
493_24,Strma cesta,45.824036,15.934099,493
493,Strma cesta,45.823779,15.934409,
494_23,Josipa Šabana,45.827957,15.931164,494
494_24,Josipa Šabana,45.828553,15.930959,494
494,Josipa Šabana,45.828255,15.931061,
495_23,Fraterščica 83,45.832233,15.930297,495
495_24,Fraterščica 83,45.832161,15.930214,495
495,Fraterščica 83,45.832197,15.930255,
496_23,Miroslava Vaupotića,45.835831,15.929576,496
496_24,Miroslava Vaupotića,45.835824,15.929536,496
496,Miroslava Vaupotića,45.835827,15.929556,
497_23,Lubenjaki,45.840101,15.928246,497
497_24,Lubenjaki,45.840631,15.927940,497
497,Lubenjaki,45.840366,15.928093,
498_23,Gorenci,45.843909,15.927053,498
498_24,Gorenci,45.843595,15.926926,498
498,Gorenci,45.843752,15.926989,
499_23,Mikulići-Talani,45.847415,15.928822,499
499_24,Mikulići-Talani,45.847735,15.928721,499
499,Mikulići-Talani,45.847575,15.928771,
500_23,Bolnica Sveti Duh,45.819858,15.937881,500
500_24,Bolnica Sveti Duh,45.819735,15.937722,500
500,Bolnica Sveti Duh,45.819796,15.937801,
501_23,Orahovac,45.823457,15.938506,501
501_24,Orahovac,45.823905,15.938214,501
501,Orahovac,45.823681,15.938360,
502_23,Čukovići,45.827018,15.938032,502
502_24,Čukovići,45.826997,15.938090,502
502,Čukovići,45.827007,15.938061,
503_23,Trsje,45.830827,15.938949,503
503_24,Trsje,45.830096,15.938700,503
503,Trsje,45.830461,15.938824,
504_23,Bijenik - crkva,45.833272,15.938568,504
504_24,Bijenik - crkva,45.833099,15.938614,504
504,Bijenik - crkva,45.833186,15.938591,
505_23,Čičkovina,45.834644,15.937288,505
505_24,Čičkovina,45.834762,15.937244,505
505,Čičkovina,45.834703,15.937266,
506_23,Viktora Vide,45.838604,15.935803,506
506_24,Viktora Vide,45.838259,15.935727,506
506,Viktora Vide,45.838431,15.935765,
507_23,Selišće,45.843927,15.936382,507
507_24,Selišće,45.844300,15.936360,507
507,Selišće,45.844113,15.936371,
508_23,Trpučev breg,45.847408,15.938793,508
508_24,Trpučev breg,45.847233,15.938747,508
508,Trpučev breg,45.847321,15.938770,
509_23,Lukšići 30,45.850194,15.938595,509
509_24,Lukšići 30,45.850139,15.938568,509
509,Lukšići 30,45.850166,15.938581,
510_23,Lukšić-okretište,45.853048,15.935213,510
510_24,Lukšić-okretište,45.853048,15.935213,510
510,Lukšić-okretište,45.853048,15.935213,
511_21,Stare Gajnice,45.819040,15.871915,511
511_22,Stare Gajnice,45.819077,15.870776,511
511,Stare Gajnice,45.819059,15.871345,
512_23,Gajnički vidikovac,45.820700,15.872077,512
512_24,Gajnički vidikovac,45.820438,15.871398,512
512,Gajnički vidikovac,45.820569,15.871737,
513_21,Rušiščak,45.830529,15.877139,513
513_22,Rušiščak,45.830465,15.876994,513
513,Rušiščak,45.830497,15.877066,
514_21,Borčec,45.832287,15.880386,514
514_22,Borčec,45.832224,15.880598,514
514,Borčec,45.832256,15.880492,
515_24,Gospodska 11,45.813691,15.886617,515
515,Gospodska 11,45.813691,15.886617,
516_23,Bukoščak,45.821063,15.850070,516
516_24,Bukoščak,45.820369,15.849368,516
516,Bukoščak,45.820716,15.849719,
517_23,Bizek I,45.824354,15.854311,517
517_24,Bizek I,45.824514,15.854432,517
517,Bizek I,45.824434,15.854372,
518_23,Bizek III,45.827408,15.859353,518
518_24,Bizek III,45.827388,15.859358,518
518,Bizek III,45.827398,15.859356,
519_23,Lisičina,45.826288,15.861707,519
519_24,Lisičina,45.826295,15.861704,519
519,Lisičina,45.826291,15.861705,
520_21,Gustava Krkleca,45.797927,15.900566,520
520_22,Gustava Krkleca,45.798162,15.901020,520
520,Gustava Krkleca,45.798045,15.900793,
521_21,Antuna Šoljana,45.801309,15.902994,521
521_22,Antuna Šoljana,45.801929,15.902019,521
521,Antuna Šoljana,45.801619,15.902507,
522_21,Tržnica Špansko,45.801935,15.898515,522
522_22,Tržnica Špansko,45.802080,15.896990,522
522_23,Tržnica Špansko,45.802674,15.897952,522
522,Tržnica Špansko,45.802230,15.897819,
523_21,Matije Vlačića,45.802054,15.894972,523
523_22,Matije Vlačića,45.802195,15.893198,523
523,Matije Vlačića,45.802125,15.894085,
524_21,Špansko,45.802291,15.889258,524
524_22,Špansko,45.802335,15.889837,524
524_25,Špansko,45.802335,15.889837,524
524,Špansko,45.802320,15.889644,
526_23,Remetinečka os.škola,45.774903,15.953310,526
526_24,Remetinečka os.škola,45.774645,15.953179,526
526,Remetinečka os.škola,45.774774,15.953244,
527_23,Savski gaj XII.,45.772080,15.951603,527
527_24,Savski gaj XII.,45.772015,15.951402,527
527,Savski gaj XII.,45.772048,15.951503,
528_21,Naletilićeva,45.767160,15.947098,528
528_22,Naletilićeva,45.767165,15.945491,528
528_24,Naletilićeva,45.765749,15.946060,528
528,Naletilićeva,45.766691,15.946216,
529_24,Brezovička 28,45.764510,15.937115,529
529,Brezovička 28,45.764510,15.937115,
530_21,Bašćanske ploče,45.757125,15.933938,530
530_23,Bašćanske ploče,45.757471,15.932644,530
530_24,Bašćanske ploče,45.757583,15.932593,530
530,Bašćanske ploče,45.757393,15.933058,
531_21,Botinec,45.755224,15.938467,531
531_22,Botinec,45.755224,15.938467,531
531,Botinec,45.755224,15.938467,
532_21,Zlatareva zlata,45.757435,15.943622,532
